"place_id","geometry.location.lat","geometry.location.lng","central_lat","central_lng","type"
"ChIJY6HJWEmgQjQRyAh_qPO-8X0",25.0852433,121.2874572,25.1028578397514,121.288774052901,"meal_delivery"
"ChIJFSU_tRugQjQRXDLYt6eWaTE",25.0670949,121.2711499,25.083333,121.26835,"meal_delivery"
"ChIJR_sUCUynQjQROqlDbZnuly0",25.06709,121.262097,25.083333,121.26835,"meal_delivery"
"ChIJeboHm5sgaDQRhd7Cpdn-JbE",25.0625139,121.2020339,25.056475,121.19365,"meal_delivery"
"ChIJeboHm5sgaDQRmlOL-BBmKWE",25.062514,121.202034,25.056475,121.19365,"meal_delivery"
"ChIJeboHm5sgaDQRdcGe9NhbHrs",25.062514,121.202034,25.056475,121.19365,"meal_delivery"
"ChIJlcbtaQugQjQRgjRVQhSqj2Y",25.0518923,121.2874864,25.056475,121.26835,"meal_delivery"
"ChIJEScBiw6gQjQRaHtoLx9p_Yc",25.0586577,121.2784832,25.056475,121.26835,"meal_delivery"
"ChIJBb_XotgfaDQRRMLhBo4INNk",25.0469649,121.2925039,25.056475,121.29325,"meal_delivery"
"ChIJaeIPltgfaDQRM-reiRCbHp0",25.045209,121.293118,25.056475,121.29325,"meal_delivery"
"ChIJqS2Fg2ygQjQRETQUGIDidUE",25.064273,121.287885,25.056475,121.29325,"meal_delivery"
"ChIJXRSWINkfaDQRQ-bQ_xKNBQA",25.0467084,121.2912083,25.056475,121.29325,"meal_delivery"
"ChIJyagOAXqgQjQRiblXY6Qrj8c",25.051937,121.2972433,25.056475,121.29325,"meal_delivery"
"ChIJxeBTYGygQjQRPjw-jWYNYyY",25.063182,121.28829,25.056475,121.29325,"meal_delivery"
"ChIJO3ThBnagQjQRAfSLeC4pzmc",25.048204,121.291509,25.056475,121.29325,"meal_delivery"
"ChIJ4_x72kmnQjQRta-8kn1Uc3I",25.0524445,121.361911,25.0562816981189,121.342886263389,"meal_delivery"
"ChIJAQAAABAfaDQRxhUbStYQYOg",25.052832,121.3706762,25.0541966653448,121.368057033976,"meal_delivery"
"ChIJv11tPTenQjQRCQ3aNvxZgUk",25.05631,121.363587,25.0541966653448,121.368057033976,"meal_delivery"
"ChIJb5Y2pD6nQjQRz8rgpSGurB4",25.0527625,121.3706227,25.0541966653448,121.368057033976,"meal_delivery"
"ChIJvaGsGiinQjQRdpHaU-q7-BE",25.071338,121.364293,25.0541966653448,121.368057033976,"meal_delivery"
"ChIJN4OeQDqnQjQRaLCLtw0X65s",25.057997,121.367209,25.0541966653448,121.368057033976,"meal_delivery"
"ChIJh1OxqjunQjQRFaoCGS5omqg",25.0589029,121.3684773,25.0541966653448,121.368057033976,"meal_delivery"
