"place_id","geometry.location.lat","geometry.location.lng","central_lat","central_lng","type"
"ChIJ45SQp6GfQjQRP6fge7jWsdU",25.0976897,121.2275185,25.1043664274899,121.219709062394,"pet_store"
"ChIJmy5RGHOfQjQR7N82TaFql_k",25.109495,121.241322,25.1079231904902,121.244069980322,"pet_store"
"ChIJzRHF7EmgQjQRsR1hJuarjZw",25.085219,121.286903,25.1028578397514,121.288774052901,"pet_store"
"ChIJdQxJ554gaDQRSFR7KSi_aYQ",25.065949,121.197318,25.0832487288706,121.193721683101,"pet_store"
"ChIJQaBl0SOhQjQRSs2Nur_lpOQ",25.0860164,121.3343955,25.0818923091223,121.317500742836,"pet_store"
"ChIJnwLE6_emQjQRuAhRnc4Odm0",25.0696152,121.3550054,25.0774309723445,121.338606761359,"pet_store"
"ChIJG5SlS8goaDQRQC7lNlq21L8",25.03574,121.078806,25.0467980693999,121.071187650382,"pet_store"
"ChIJhQI8kzcnaDQRMGiYqtfPpHo",25.0556215,121.1605461,25.056475,121.14385,"pet_store"
"ChIJ0UgdZpggaDQRkzcRaOTymd4",25.0616369,121.1950655,25.056475,121.19365,"pet_store"
"ChIJzb0O254gaDQRYqd6rtwysSs",25.0653099,121.1973719,25.056475,121.19365,"pet_store"
"ChIJEdHH4wGgQjQRR-aoP6ZD9zs",25.059331,121.2628354,25.056475,121.24345,"pet_store"
"ChIJQ7q30XWgQjQRO5tXeH8njQs",25.050224,121.290628,25.056475,121.29325,"pet_store"
"ChIJUVX40HWgQjQRZ5aupFT0keU",25.050137,121.290721,25.056475,121.29325,"pet_store"
"ChIJCQDj7twfaDQRihdUNIiB6JE",25.039495,121.28924,25.056475,121.29325,"pet_store"
"ChIJg5Gg7NwfaDQRkWswdmEaTds",25.0392736,121.2897412,25.056475,121.29325,"pet_store"
"ChIJn3koMkqnQjQRbelbhABrFfI",25.053564,121.3584605,25.0562816981189,121.342886263389,"pet_store"
"ChIJObFMZzenQjQRt2C1saA_ugU",25.0553941,121.3654545,25.0541966653448,121.368057033976,"pet_store"
"ChIJnfMAgBinQjQRjTeyezOlS1s",25.0626405,121.3766929,25.0541966653448,121.368057033976,"pet_store"
"ChIJl08t_BanQjQRZhoJGUZF4Bs",25.0561394,121.3802908,25.0541966653448,121.368057033976,"pet_store"
"ChIJ4ZBUuyenQjQR0xHRRMZLvqY",25.0706477,121.3675396,25.0541966653448,121.368057033976,"pet_store"
"ChIJX8j0QSenQjQRKUw3IDj6oJM",25.0712773,121.3691305,25.0541966653448,121.368057033976,"pet_store"
"ChIJR_hdDyCnQjQRvGpu8_T9h48",25.0701051,121.3762942,25.0541966653448,121.368057033976,"pet_store"
"ChIJgcVRoQwmaDQRHStDY8Q4I-k",25.0173437,121.1013679,25.029617,121.09405,"pet_store"
"ChIJ4dgF09EhaDQRhFnsMWhiQsM",25.018867,121.247988,25.029617,121.24345,"pet_store"
"ChIJXZLAf-0faDQRCXhgKx-lCtI",25.0330961,121.274209,25.029617,121.26835,"pet_store"
"ChIJCwdzt4cfaDQRiagFWKWjtEU",25.020619,121.2648612,25.029617,121.26835,"pet_store"
