"PPV","TPR","NPV","TNR","accuracy","F1","grid","Algorithm"
0.965909090909091,0.937208624708625,0.854166666666667,0.933333333333333,0.9296875,0.949492988895163,25,"svm"
0.892884615384615,0.87375744171565,0.781770833333333,0.828355059972707,0.850609756097561,0.880969049855505,100,"svm"
0.859656042502641,0.852561548162752,0.840959270922506,0.851503317927157,0.849358974358974,0.854034507894877,225,"svm"
0.819141156462585,0.730912520365982,0.796109465630014,0.86813480949191,0.805327868852459,0.771678228635902,400,"svm"
0.830953004891684,0.660127384328457,0.819696732244407,0.920446291303051,0.822916666666667,0.735104954868268,625,"svm"
0.79348543896293,0.621141989115907,0.835582114467092,0.922883062541497,0.824894514767933,0.696303857758815,900,"svm"
0.785068730289319,0.60438831696737,0.854186035423967,0.934156685770046,0.838990066225166,0.681772246381512,1225,"svm"
0.752989943933482,0.595413300467326,0.855476510606546,0.925178608713553,0.832857142857143,0.66360690972508,1600,"svm"
0.765165791083923,0.522879153790361,0.867013408909119,0.95085566522875,0.850461893764434,0.620103713237936,2025,"svm"
0.731641082682749,0.528290937622627,0.872695847798178,0.943899660679179,0.849645030425964,0.611817519050636,2500,"svm"
0.717811344527291,0.453607004650879,0.868344984329149,0.953328553735537,0.848518850987433,0.554288685657775,3025,"svm"
0.708935913336604,0.461020314293199,0.873609917505293,0.951686615312733,0.851587947882736,0.556957384072282,3600,"svm"
0.690419759678806,0.449994728985086,0.88043834612469,0.952811946459289,0.856831395348837,0.543173625598463,4225,"svm"
0.709489041171861,0.442177076280553,0.88873530389469,0.961343643345054,0.869055482166446,0.543549307925387,4900,"svm"
0.685419001318392,0.385205899444462,0.881229501143394,0.962870187167561,0.862084870848708,0.492112762675414,5625,"svm"
0.656137500010363,0.38237146103418,0.883549410050505,0.959159822719505,0.861062717770035,0.482101187751377,6400,"svm"
0.631802333243039,0.336541179746492,0.883593519399064,0.962620082661431,0.862004287245445,0.437457710508229,7225,"svm"
0.642323762478131,0.3379272718372,0.892963734743196,0.967067923132705,0.873267326732673,0.441928947861449,8100,"svm"
0.631505244350639,0.308451514556408,0.890499776509492,0.969011157929154,0.871833958724203,0.413186336808398,9025,"svm"
0.619790012997537,0.259058712320096,0.886739022847378,0.973428110765484,0.870751341681574,0.364668582354874,10000,"svm"
0.965909090909091,0.948572261072261,0.875,0.933333333333333,0.9375,0.955445369847544,25,"MA-11"
0.88954415954416,0.887442786543236,0.79985119047619,0.821002118796236,0.856707317073171,0.886443431527366,100,"MA-11"
0.831031684566143,0.851991553776268,0.834021970206181,0.814967766731267,0.831730769230769,0.839637083553906,225,"MA-11"
0.784357095688256,0.760357498731097,0.80730558502926,0.829041050100651,0.797131147540984,0.771233451992221,400,"MA-11"
0.77276226804275,0.732651455968664,0.845489889086802,0.872030575302992,0.819444444444444,0.751242538208958,625,"MA-11"
0.722536297603277,0.674440771644885,0.848921976559669,0.876201553016313,0.810654008438819,0.697098037979615,900,"MA-11"
0.747003263309234,0.628837729500926,0.859531024646163,0.91464674878265,0.831953642384106,0.680879220947908,1225,"MA-11"
0.733901252786008,0.628964739440335,0.864129616537449,0.912304353906393,0.832857142857143,0.675804140968942,1600,"MA-11"
0.695707385271405,0.562548152809401,0.873618191029461,0.924754826471461,0.839780600461894,0.621125053509458,2025,"MA-11"
0.684545124972028,0.535210880172407,0.872543669671265,0.928272817565029,0.838995943204868,0.598087198938179,2500,"MA-11"
0.655979778294523,0.514897047052778,0.878474250032266,0.929037237123049,0.841786355475763,0.574199094231646,3025,"MA-11"
0.653817685559984,0.494569418571094,0.878406665891575,0.933281003159684,0.843648208469055,0.561066728770303,3600,"MA-11"
0.645135400896719,0.479978625688938,0.884638565370301,0.938479806103908,0.850835755813953,0.54848145012619,4225,"MA-11"
0.66412566019281,0.488721123297137,0.895565256947989,0.947139021853015,0.865422721268164,0.560965141976105,4900,"MA-11"
0.633487914352693,0.442521880241425,0.889440746083103,0.946163870887285,0.858241082410824,0.519271441964634,5625,"MA-11"
0.605927297840412,0.405922950006271,0.88596861142601,0.946247109079278,0.854094076655052,0.484251593316729,6400,"MA-11"
0.591790621213122,0.377978610527395,0.888870340042591,0.950366144771529,0.858386923901393,0.459326731998445,7225,"MA-11"
0.59243278790105,0.375720114411771,0.897241107214478,0.954721542108957,0.868316831683168,0.45827167812358,8100,"MA-11"
0.576281093631812,0.344170606950418,0.894298650976382,0.956651864044309,0.866439962476548,0.429217850101246,9025,"MA-11"
0.583911551815997,0.321686168434894,0.894232898728244,0.961687171726201,0.869745080500894,0.413708124300314,10000,"MA-11"
0.946969696969697,0.950320512820513,0.8875,0.8875,0.921875,0.944640504423113,25,"RF"
0.887744454619455,0.868405430221397,0.770681830424477,0.812466536731243,0.844512195121951,0.876328439022083,100,"RF"
0.749027363605016,0.886180097437796,0.845122152185556,0.680997459192148,0.78525641025641,0.810080670686961,225,"RF"
0.769673391523122,0.774505125303227,0.811383179442208,0.803900851809213,0.792008196721312,0.771296898796413,400,"RF"
0.674832194295811,0.793860037737117,0.862526908854462,0.772113271099167,0.779861111111111,0.728753344371768,625,"RF"
0.681605972038575,0.721445439526002,0.861941635940018,0.836378059763048,0.79957805907173,0.700659255059944,900,"RF"
0.622911660251546,0.72384811524248,0.880801310505015,0.824207487309036,0.795115894039735,0.668915824951391,1225,"RF"
0.647138834592058,0.688978983910228,0.876753885930254,0.854393950406136,0.807142857142857,0.663795387474406,1600,"RF"
0.592446934784278,0.683193093510295,0.898543796243292,0.856165596788719,0.815531177829099,0.633310111187935,2025,"RF"
0.531521468589234,0.715202798076544,0.908124312953098,0.816272226084099,0.793356997971602,0.608096001441298,2500,"RF"
0.502206733192739,0.663638915827198,0.90253177439398,0.824951424684024,0.790619389587074,0.568637858660662,3025,"RF"
0.528583140426376,0.670636112079579,0.909286516045672,0.845107966903666,0.808428338762215,0.586133827492421,3600,"RF"
0.515705802885388,0.62569996944528,0.90722602889956,0.862509378021165,0.817223837209302,0.56427214318429,4225,"RF"
0.493897030335975,0.638763909572285,0.916540478964628,0.858676792317485,0.818857331571995,0.553775410054045,4900,"RF"
0.476950394832608,0.638727445314099,0.917590818923252,0.852053642959764,0.814575645756458,0.544581205621792,5625,"RF"
0.476231682426227,0.60514331490267,0.914422529485468,0.863025721208165,0.818815331010453,0.530239505333701,6400,"RF"
0.416027370074718,0.60499517029104,0.917301949806364,0.837229337842126,0.79957127545552,0.49028093349659,7225,"RF"
0.419057351957915,0.600569063864902,0.924419197802825,0.852777406850332,0.815222772277228,0.491558165302585,8100,"RF"
0.403954830953816,0.570770810954633,0.920351976797328,0.854750752823028,0.812734521575985,0.470876494826278,9025,"RF"
0.381861849016163,0.599893381387525,0.925399410371483,0.834781695322903,0.800536672629696,0.463644410498105,10000,"RF"
0.976136363636364,0.901981351981352,0.807291666666667,0.954166666666667,0.9140625,0.935113289647043,25,"DNN"
0.864753239591949,0.867793657734625,0.765095413165266,0.770783954607484,0.826219512195122,0.863103163707847,100,"DNN"
0.798413951513674,0.859183023534227,0.834446783119651,0.763157732086083,0.810897435897436,0.824815806221497,225,"DNN"
0.717584774813208,0.79710899046668,0.817907439439512,0.739182289148556,0.764344262295082,0.752389291923254,400,"DNN"
0.705907962280609,0.732528951698735,0.835605012254247,0.814449460293988,0.783333333333333,0.717061255592097,625,"DNN"
0.667624772544178,0.759421017771586,0.876739321910428,0.818719532313314,0.799050632911392,0.709355621735776,900,"DNN"
0.656069351885165,0.734501513147827,0.8876566460548,0.844064913409747,0.811672185430464,0.69016769262439,1225,"DNN"
0.648446715970272,0.705870019127544,0.882126839960385,0.847228526430152,0.807142857142857,0.67208306366333,1600,"DNN"
0.572337833753641,0.731005058824028,0.909917637555893,0.832514352391666,0.808314087759815,0.640595163551712,2025,"DNN"
0.594149310406158,0.692697863883882,0.905957778969497,0.86178425849055,0.823022312373225,0.636974439287188,2500,"DNN"
0.542920363202059,0.67361515427955,0.907958645077622,0.850220742761239,0.813061041292639,0.599563181697284,3025,"DNN"
0.524852775719029,0.678323224522697,0.911460380850036,0.843427319056737,0.809649837133551,0.590188754143204,3600,"DNN"
0.505400426887968,0.631806149273607,0.908383830290832,0.85378992459094,0.811228197674419,0.558325590191638,4225,"DNN"
0.518208978979568,0.669542517425741,0.923957191888429,0.86557253841944,0.830416116248349,0.581709315919249,4900,"DNN"
0.486739937963048,0.658199192539008,0.922062446221664,0.852971923276165,0.818726937269373,0.557261858289994,5625,"DNN"
0.461461051258703,0.63459879603011,0.919054038266798,0.846771598156807,0.810540069686411,0.531679229822542,6400,"DNN"
0.458820264912909,0.603297563693566,0.919974388542941,0.863791466328241,0.822347266881029,0.51972206567154,7225,"DNN"
0.427962950537102,0.621372576152521,0.92844467697945,0.854018260216773,0.819554455445545,0.505422163140213,8100,"DNN"
0.427474240327116,0.615155818768171,0.928308209656034,0.858131953516073,0.822232645403377,0.502466427552358,9025,"DNN"
0.402503707938433,0.598412408467966,0.926388289704909,0.849019254773322,0.8125,0.477683753780489,10000,"DNN"
0.955492424242424,0.946824009324009,0.872916666666667,0.908333333333333,0.9296875,0.949474872953134,25,"DNN-tunning"
0.896433404558405,0.86438244171565,0.769909838935574,0.833445557710264,0.847560975609756,0.878025627537083,100,"DNN-tunning"
0.802176516020823,0.885926748696206,0.862429163669972,0.765711584529438,0.825320512820513,0.839435366555144,225,"DNN-tunning"
0.775171633837695,0.787100280633229,0.823126518181116,0.814115269028534,0.801229508196721,0.780257440601176,400,"DNN-tunning"
0.714498802158518,0.816306183234531,0.88099237847717,0.80651659596516,0.809722222222222,0.761041470295087,625,"DNN-tunning"
0.695944086634519,0.749413935918043,0.875724624710041,0.844016492510227,0.813291139240506,0.721245966202077,900,"DNN-tunning"
0.67387612860114,0.74820968203302,0.894068042711178,0.854451473733868,0.823261589403974,0.707027709968021,1225,"DNN-tunning"
0.65090572548527,0.746472719589698,0.896531646313578,0.845918707499241,0.8175,0.69322623593464,1600,"DNN-tunning"
0.595153245912645,0.728559230859936,0.91071845921416,0.847434034567772,0.818995381062356,0.652941778866753,2025,"DNN-tunning"
0.60670173773755,0.688561462080561,0.905572105680215,0.869747731793207,0.828600405679513,0.643399846610439,2500,"DNN-tunning"
0.536766412355275,0.685984732084497,0.910191872269259,0.844454118923811,0.810816876122083,0.600838684419711,3025,"DNN-tunning"
0.553115244543236,0.661458151033231,0.90896491681152,0.863647002077782,0.822068403908795,0.600393665019495,3600,"DNN-tunning"
0.549728471182142,0.609135050455797,0.905569946261751,0.881654427417678,0.829033430232558,0.573772982373747,4225,"DNN-tunning"
0.551706237161158,0.643011707610682,0.919871239638199,0.888017505275779,0.843956406869221,0.591819499024398,4900,"DNN-tunning"
0.497020414214853,0.664446913891655,0.923846941336015,0.858179458314566,0.824261992619926,0.567248284382635,5625,"DNN-tunning"
0.500162758019253,0.620953112714664,0.918519555572685,0.872877513744844,0.829994192799071,0.552547485825789,6400,"DNN-tunning"
0.482764030032843,0.592844820552071,0.919060334981342,0.87907362185181,0.833199356913183,0.530120837972593,7225,"DNN-tunning"
0.435498760925315,0.638625339798436,0.931119697331558,0.854222273199122,0.821905940594059,0.515809026162123,8100,"DNN-tunning"
0.449158441689121,0.590106661623265,0.925170371909812,0.874531887557871,0.832199812382739,0.506589295366262,9025,"DNN-tunning"
0.442513998,0.571306551,0.924107673,0.877471997,0.832960644,0.489454689,10000,"DNN-tunning"
