type,time,year,month,date,breau,station,lat,lon
機車竊盜,1050131,105,1,31,中壢分局,內壢所,24.9747708,121.2567792
機車竊盜,1050131,105,1,31,中壢分局,中壢所,24.9568308,121.2253364
機車竊盜,1050131,105,1,31,中壢分局,龍興所,24.9397963,121.2253887
機車竊盜,1050131,105,1,31,中壢分局,龍興所,24.9305154,121.253934
機車竊盜,1050131,105,1,31,大溪分局,南雅所,24.8840735,121.2913631
機車竊盜,1050131,105,1,31,龍潭分局,中興所,24.877303,121.242199
機車竊盜,1050130,105,1,30,桃園分局,青溪所,25.0122707,121.3162555
機車竊盜,1050130,105,1,30,桃園分局,埔子所,25.0101499,121.2991444
機車竊盜,1050130,105,1,30,桃園分局,埔子所,24.998594,121.302478
機車竊盜,1050130,105,1,30,桃園分局,景福所,24.997644,121.309739
機車竊盜,1050130,105,1,30,平鎮分局,宋屋所,24.9592201,121.1847649
機車竊盜,1050130,105,1,30,大溪分局,圳頂所,24.9072629,121.2728129
機車竊盜,1050130,105,1,30,大溪分局,圳頂所,24.9058863,121.2617241
機車竊盜,1050129,105,1,29,桃園分局,埔子所,25.015711,121.2923347
機車竊盜,1050129,105,1,29,龜山分局,大林所,24.9925973,121.3250759
機車竊盜,1050129,105,1,29,桃園分局,武陵所,24.990004,121.310949
機車竊盜,1050129,105,1,29,桃園分局,中路所,24.9661879,121.2945484
機車竊盜,1050129,105,1,29,中壢分局,龍興所,24.9342111,121.2475442
機車竊盜,1050129,105,1,29,平鎮分局,平鎮所,24.9017307,121.208336
機車竊盜,1050128,105,1,28,桃園分局,大樹所,24.9879934,121.3132873
機車竊盜,1050128,105,1,28,中壢分局,自強所,24.9647071,121.2584201
機車竊盜,1050128,105,1,28,中壢分局,仁愛所,24.9453338,121.2521183
機車竊盜,1050128,105,1,28,平鎮分局,北勢所,24.9452359,121.219208
機車竊盜,1050128,105,1,28,平鎮分局,龍岡所,24.9239727,121.2505151
機車竊盜,1050127,105,1,27,龜山分局,大華所,25.059347,121.368003
機車竊盜,1050127,105,1,27,大園分局,新坡所,25.0080136,121.1415059
機車竊盜,1050127,105,1,27,桃園分局,大樹所,24.9836778,121.3176629
機車竊盜,1050127,105,1,27,中壢分局,中壢所,24.9561568,121.2262525
機車竊盜,1050127,105,1,27,龍潭分局,龍潭所,24.8650567,121.2179266
機車竊盜,1050126,105,1,26,大園分局,草漯所,25.0359534,121.1156101
機車竊盜,1050126,105,1,26,中壢分局,青埔所,24.9936281,121.3009798
機車竊盜,1050126,105,1,26,桃園分局,武陵所,24.991921,121.3076
機車竊盜,1050126,105,1,26,中壢分局,文化所,24.9646529,121.2366264
機車竊盜,1050126,105,1,26,大溪分局,圳頂所,24.9220087,121.2913891
機車竊盜,1050125,105,1,25,大園分局,草漯所,25.0527182,121.12815
機車竊盜,1050125,105,1,25,中壢分局,普仁所,24.9556378,121.2351571
機車竊盜,1050125,105,1,25,中壢分局,普仁所,24.9479718,121.2315996
機車竊盜,1050125,105,1,25,平鎮分局,平鎮所,24.8917658,121.204993
機車竊盜,1050125,105,1,25,龍潭分局,石門所,24.8465893,121.2268842
機車竊盜,1050124,105,1,24,中壢分局,自強所,24.9662189,121.26252
機車竊盜,1050123,105,1,23,龜山分局,大華所,25.0199092,121.3655989
機車竊盜,1050123,105,1,23,龜山分局,龜山所,24.9930337,121.3633149
機車竊盜,1050123,105,1,23,平鎮分局,龍岡所,24.9239727,121.2505151
機車竊盜,1050123,105,1,23,龍潭分局,龍潭所,24.8651599,121.211854
機車竊盜,1050122,105,1,22,大園分局,草漯所,25.0522314,121.1227459
機車竊盜,1050122,105,1,22,龜山分局,大埔所,25.0348848,121.3836827
機車竊盜,1050122,105,1,22,桃園分局,景福所,24.9936758,121.3085504
機車竊盜,1050122,105,1,22,中壢分局,中壢所,24.9558102,121.2260941
機車竊盜,1050122,105,1,22,中壢分局,龍興所,24.9271969,121.24983
機車竊盜,1050121,105,1,21,平鎮分局,宋屋所,24.956506,121.205797
機車竊盜,1050121,105,1,21,中壢分局,普仁所,24.9543887,121.2409227
機車竊盜,1050120,105,1,20,大園分局,潮音所,25.068811,121.200805
機車竊盜,1050120,105,1,20,龜山分局,大林所,24.993475,121.3319259
機車竊盜,1050120,105,1,20,龜山分局,龜山所,24.985144,121.3442047
機車竊盜,1050120,105,1,20,桃園分局,大樹所,24.9848511,121.3095333
機車竊盜,1050120,105,1,20,中壢分局,中壢所,24.957285,121.2272
機車竊盜,1050120,105,1,20,中壢分局,中壢所,24.950799,121.225318
機車竊盜,1050120,105,1,20,平鎮分局,宋屋所,24.9507514,121.2107476
機車竊盜,1050120,105,1,20,大溪分局,圳頂所,24.9013737,121.2744485
機車竊盜,1050119,105,1,19,桃園分局,埔子所,25.0180781,121.2906573
機車竊盜,1050119,105,1,19,桃園分局,武陵所,24.9925507,121.3157674
機車竊盜,1050119,105,1,19,中壢分局,中福所,24.9658125,121.2251382
機車竊盜,1050119,105,1,19,中壢分局,中壢所,24.9585073,121.2261661
機車竊盜,1050119,105,1,19,平鎮分局,北勢所,24.9495371,121.2227521
機車竊盜,1050118,105,1,18,龜山分局,大華所,25.0535049,121.3610907
機車竊盜,1050118,105,1,18,大園分局,大園所,25.0450811,121.1810412
機車竊盜,1050118,105,1,18,龜山分局,大林所,25.0199092,121.3655989
機車竊盜,1050118,105,1,18,龜山分局,龜山所,24.9958055,121.329672
機車竊盜,1050118,105,1,18,中壢分局,中福所,24.9926985,121.2343774
機車竊盜,1050118,105,1,18,桃園分局,武陵所,24.991384,121.307064
機車竊盜,1050118,105,1,18,龜山分局,大林所,24.9871832,121.3349284
機車竊盜,1050118,105,1,18,楊梅分局,草湳所,24.910883,121.157922
機車竊盜,1050117,105,1,17,大園分局,潮音所,25.0784686,121.1851034
機車竊盜,1050117,105,1,17,桃園分局,景福所,24.9932663,121.3124142
機車竊盜,1050117,105,1,17,中壢分局,中壢所,24.9558531,121.2247857
機車竊盜,1050117,105,1,17,中壢分局,中壢所,24.952039,121.224709
機車竊盜,1050117,105,1,17,平鎮分局,北勢所,24.9409025,121.2162988
機車竊盜,1050117,105,1,17,八德分局,八德所,24.9319075,121.2833774
機車竊盜,1050116,105,1,16,中壢分局,中壢所,24.961594,121.22661
機車竊盜,1050116,105,1,16,大溪分局,圳頂所,24.8982055,121.2780537
機車竊盜,1050116,105,1,16,龍潭分局,龍潭所,24.8692577,121.2142134
機車竊盜,1050115,105,1,15,大園分局,觀音所,25.0287719,121.0672562
機車竊盜,1050115,105,1,15,桃園分局,埔子所,25.0084276,121.2898696
機車竊盜,1050115,105,1,15,中壢分局,興國所,24.9611897,121.2063747
機車竊盜,1050115,105,1,15,八德分局,四維所,24.9596419,121.298815
機車竊盜,1050115,105,1,15,中壢分局,龍興所,24.9357604,121.2475949
機車竊盜,1050115,105,1,15,平鎮分局,平鎮所,24.9052254,121.2011566
機車竊盜,1050114,105,1,14,龜山分局,大華所,25.053234,121.372995
機車竊盜,1050114,105,1,14,龜山分局,龜山所,24.997201,121.343525
機車竊盜,1050114,105,1,14,八德分局,四維所,24.9909481,121.3249305
機車竊盜,1050114,105,1,14,桃園分局,中路所,24.990106,121.29481
機車竊盜,1050114,105,1,14,桃園分局,大樹所,24.988275,121.313251
機車竊盜,1050114,105,1,14,中壢分局,中壢所,24.9497564,121.2276244
機車竊盜,1050113,105,1,13,桃園分局,埔子所,25.0188113,121.2903655
機車竊盜,1050113,105,1,13,桃園分局,景福所,24.9959359,121.3122395
機車竊盜,1050113,105,1,13,龜山分局,龜山所,24.9929293,121.3371464
機車竊盜,1050113,105,1,13,桃園分局,武陵所,24.9921594,121.3063097
機車竊盜,1050113,105,1,13,楊梅分局,永安所,24.9834376,121.0892013
機車竊盜,1050113,105,1,13,八德分局,四維所,24.9593964,121.297643
機車竊盜,1050113,105,1,13,中壢分局,中壢所,24.9542869,121.228626
機車竊盜,1050113,105,1,13,中壢分局,龍興所,24.936096,121.232354
機車竊盜,1050112,105,1,12,大園分局,大園所,25.0628657,121.2010802
機車竊盜,1050112,105,1,12,中壢分局,內壢所,25.0613954,121.1339701
機車竊盜,1050112,105,1,12,龜山分局,大華所,25.0508138,121.3805658
機車竊盜,1050112,105,1,12,桃園分局,同安所,25.0059559,121.306704
機車竊盜,1050112,105,1,12,八德分局,高明所,24.9821103,121.2767593
機車竊盜,1050112,105,1,12,中壢分局,文化所,24.9777685,121.2483786
機車竊盜,1050112,105,1,12,中壢分局,內壢所,24.9748197,121.2567526
機車竊盜,1050112,105,1,12,楊梅分局,新屋所,24.9730996,121.099047
機車竊盜,1050112,105,1,12,楊梅分局,新屋所,24.9717083,121.0865346
機車竊盜,1050112,105,1,12,中壢分局,自強所,24.9701475,121.263482
機車竊盜,1050112,105,1,12,中壢分局,龍興所,24.933898,121.234563
機車竊盜,1050111,105,1,11,龜山分局,迴龍所,25.0199247,121.4101131
機車竊盜,1050111,105,1,11,龜山分局,大林所,24.9933227,121.3312499
機車竊盜,1050111,105,1,11,中壢分局,文化所,24.9703297,121.2470478
機車竊盜,1050111,105,1,11,大溪分局,圳頂所,24.9198565,121.2933596
機車竊盜,1050110,105,1,10,大園分局,大園所,25.062865,121.201668
機車竊盜,1050110,105,1,10,龜山分局,大華所,25.0581461,121.3656646
機車竊盜,1050110,105,1,10,龜山分局,大林所,24.9878087,121.3223356
機車竊盜,1050110,105,1,10,中壢分局,文化所,24.9790783,121.2501481
機車竊盜,1050110,105,1,10,中壢分局,文化所,24.9771761,121.2481765
機車竊盜,1050109,105,1,9,桃園分局,大樹所,24.9853858,121.313242
機車竊盜,1050109,105,1,9,中壢分局,中壢所,24.9721514,121.2053963
機車竊盜,1050109,105,1,9,中壢分局,自強所,24.9686699,121.261189
機車竊盜,1050109,105,1,9,中壢分局,興國所,24.957967,121.215138
機車竊盜,1050109,105,1,9,中壢分局,普仁所,24.9541734,121.2345019
機車竊盜,1050109,105,1,9,平鎮分局,宋屋所,24.9466922,121.2053006
機車竊盜,1050109,105,1,9,平鎮分局,宋屋所,24.944404,121.209722
機車竊盜,1050109,105,1,9,楊梅分局,草湳所,24.9106005,121.1575184
機車竊盜,1050109,105,1,9,龍潭分局,中興所,24.8750395,121.2327758
機車竊盜,1050108,105,1,8,桃園分局,武陵所,24.9959156,121.3142505
機車竊盜,1050108,105,1,8,中壢分局,自強所,24.9719967,121.2605911
機車竊盜,1050108,105,1,8,中壢分局,普仁所,24.9526102,121.2415623
機車竊盜,1050108,105,1,8,中壢分局,龍興所,24.9356956,121.2490754
機車竊盜,1050107,105,1,7,中壢分局,青埔所,25.0492632,121.193945
機車竊盜,1050107,105,1,7,中壢分局,興國所,24.975682,121.213013
機車竊盜,1050107,105,1,7,楊梅分局,楊梅所,24.8980314,121.1379558
機車竊盜,1050106,105,1,6,大園分局,大園所,25.0628657,121.2010802
機車竊盜,1050106,105,1,6,桃園分局,景福所,24.9962219,121.308045
機車竊盜,1050106,105,1,6,中壢分局,中壢所,24.9586347,121.2250919
機車竊盜,1050106,105,1,6,中壢分局,中壢所,24.956756,121.223226
機車竊盜,1050106,105,1,6,中壢分局,中壢所,24.949688,121.224449
機車竊盜,1050106,105,1,6,楊梅分局,草湳所,24.9203208,121.181266
機車竊盜,1050106,105,1,6,平鎮分局,建安所,24.9160675,121.2491991
機車竊盜,1050106,105,1,6,楊梅分局,草湳所,24.913215,121.1781034
機車竊盜,1050105,105,1,5,龜山分局,大林所,24.992791,121.331909
機車竊盜,1050105,105,1,5,龜山分局,龜山所,24.985144,121.3442047
機車竊盜,1050105,105,1,5,中壢分局,興國所,24.9836398,121.2224298
機車竊盜,1050105,105,1,5,中壢分局,文化所,24.9731031,121.2493697
機車竊盜,1050105,105,1,5,中壢分局,興國所,24.960657,121.2072022
機車竊盜,1050105,105,1,5,平鎮分局,宋屋所,24.9529322,121.2105415
機車竊盜,1050105,105,1,5,中壢分局,普仁所,24.9466373,121.2446169
機車竊盜,1050105,105,1,5,中壢分局,仁愛所,24.9408293,121.254189
機車竊盜,1050104,105,1,4,龜山分局,大華所,25.0521301,121.3646546
機車竊盜,1050104,105,1,4,桃園分局,同安所,25.0209858,121.3008602
機車竊盜,1050104,105,1,4,桃園分局,大樹所,24.9867842,121.3129627
機車竊盜,1050104,105,1,4,中壢分局,內壢所,24.9791627,121.2535337
機車竊盜,1050104,105,1,4,八德分局,四維所,24.9615034,121.2986617
機車竊盜,1050104,105,1,4,中壢分局,仁愛所,24.955845,121.264701
機車竊盜,1050104,105,1,4,中壢分局,普仁所,24.9540266,121.2379503
機車竊盜,1050104,105,1,4,中壢分局,普仁所,24.953506,121.242777
機車竊盜,1050104,105,1,4,中壢分局,仁愛所,24.9445919,121.2598883
機車竊盜,1050104,105,1,4,楊梅分局,草湳所,24.919427,121.183615
機車竊盜,1050103,105,1,3,桃園分局,武陵所,24.9904938,121.3066783
機車竊盜,1050103,105,1,3,桃園分局,大樹所,24.9866532,121.3074599
機車竊盜,1050103,105,1,3,中壢分局,興國所,24.958997,121.217011
機車竊盜,1050102,105,1,2,龜山分局,龜山所,25.0199092,121.3655989
機車竊盜,1050102,105,1,2,平鎮分局,北勢所,24.9332007,121.2174372
機車竊盜,1050102,105,1,2,楊梅分局,上湖所,24.9210758,121.068967
機車竊盜,1050101,105,1,1,龜山分局,大林所,24.9893947,121.3338519
機車竊盜,1050101,105,1,1,龜山分局,龜山所,24.9844757,121.3478532
機車竊盜,1050101,105,1,1,八德分局,高明所,24.9789735,121.2760097
機車竊盜,1050101,105,1,1,中壢分局,自強所,24.9672778,121.2584204
機車竊盜,1050101,105,1,1,中壢分局,普仁所,24.9659093,121.2372654
機車竊盜,1050101,105,1,1,中壢分局,中壢所,24.9622451,121.2290337
機車竊盜,1050101,105,1,1,中壢分局,龍興所,24.9328241,121.2510119
機車竊盜,1041231,104,12,31,桃園分局,武陵所,24.9972729,121.314084
機車竊盜,1041231,104,12,31,龜山分局,大林所,24.9907365,121.3235698
機車竊盜,1041231,104,12,31,楊梅分局,永安所,24.9873045,121.0593087
機車竊盜,1041231,104,12,31,桃園分局,中路所,24.9848117,121.2937173
機車竊盜,1041231,104,12,31,桃園分局,大樹所,24.983559,121.309233
機車竊盜,1041231,104,12,31,八德分局,大安所,24.9703918,121.3239249
機車竊盜,1041231,104,12,31,桃園分局,中路所,24.964815,121.292956
機車竊盜,1041231,104,12,31,中壢分局,興國所,24.9645005,121.1914172
機車竊盜,1041231,104,12,31,中壢分局,自強所,24.9625673,121.2536917
機車竊盜,1041231,104,12,31,中壢分局,普仁所,24.9545597,121.240584
機車竊盜,1041231,104,12,31,中壢分局,中壢所,24.9540985,121.2231711
機車竊盜,1041231,104,12,31,中壢分局,普仁所,24.9515942,121.2362047
機車竊盜,1041231,104,12,31,平鎮分局,宋屋所,24.9346391,121.1986509
機車竊盜,1041231,104,12,31,中壢分局,龍興所,24.9344125,121.2532935
機車竊盜,1041231,104,12,31,楊梅分局,楊梅所,24.9072923,121.1432722
機車竊盜,1041230,104,12,30,桃園分局,同安所,25.0177409,121.304498
機車竊盜,1041230,104,12,30,大園分局,草漯所,24.9936281,121.3009798
機車竊盜,1041230,104,12,30,中壢分局,中壢所,24.9514,121.2270001
機車竊盜,1041230,104,12,30,龍潭分局,石門所,24.8296611,121.2442841
機車竊盜,1041229,104,12,29,桃園分局,同安所,25.0212988,121.3031531
機車竊盜,1041229,104,12,29,龜山分局,大林所,24.989003,121.325468
機車竊盜,1041229,104,12,29,中壢分局,自強所,24.9676939,121.260328
機車竊盜,1041229,104,12,29,楊梅分局,埔頂所,24.962338,121.144448
機車竊盜,1041229,104,12,29,中壢分局,興國所,24.9591396,121.2145845
機車竊盜,1041229,104,12,29,中壢分局,中壢所,24.9573565,121.223419
機車竊盜,1041229,104,12,29,中壢分局,興國所,24.954578,121.216508
機車竊盜,1041229,104,12,29,中壢分局,龍興所,24.9297232,121.2550496
機車竊盜,1041229,104,12,29,楊梅分局,楊梅所,24.9085133,121.1436407
機車竊盜,1041228,104,12,28,龜山分局,大華所,25.0615987,121.3645298
機車竊盜,1041228,104,12,28,桃園分局,埔子所,25.004698,121.296383
機車竊盜,1041228,104,12,28,桃園分局,中路所,24.9883556,121.2926175
機車竊盜,1041228,104,12,28,八德分局,大安所,24.968205,121.323701
機車竊盜,1041228,104,12,28,中壢分局,興國所,24.9595915,121.2041999
機車竊盜,1041228,104,12,28,中壢分局,中壢所,24.9551842,121.2279891
機車竊盜,1041227,104,12,27,桃園分局,埔子所,25.004491,121.296429
機車竊盜,1041227,104,12,27,桃園分局,景福所,24.9953209,121.311367
機車竊盜,1041227,104,12,27,龜山分局,龜山所,24.994524,121.334592
機車竊盜,1041227,104,12,27,桃園分局,景福所,24.993368,121.307175
機車竊盜,1041227,104,12,27,桃園分局,中路所,24.991494,121.30087
機車竊盜,1041227,104,12,27,中壢分局,自強所,24.9663102,121.2615502
機車竊盜,1041227,104,12,27,八德分局,四維所,24.9596818,121.2966998
機車竊盜,1041227,104,12,27,中壢分局,普仁所,24.9543178,121.2372188
機車竊盜,1041227,104,12,27,中壢分局,龍興所,24.9314,121.254033
機車竊盜,1041227,104,12,27,中壢分局,龍興所,24.9306315,121.2542778
機車竊盜,1041227,104,12,27,中壢分局,龍興所,24.9274239,121.250473
機車竊盜,1041226,104,12,26,桃園分局,埔子所,25.005664,121.302076
機車竊盜,1041226,104,12,26,桃園分局,中路所,24.99072,121.293955
機車竊盜,1041226,104,12,26,中壢分局,普仁所,24.957441,121.2337124
機車竊盜,1041226,104,12,26,龍潭分局,中興所,24.8746465,121.2351141
機車竊盜,1041225,104,12,25,大園分局,大園所,25.0638556,121.1954603
機車竊盜,1041225,104,12,25,中壢分局,中壢所,24.960516,121.2273387
機車竊盜,1041225,104,12,25,中壢分局,普仁所,24.9518692,121.2393006
機車竊盜,1041225,104,12,25,中壢分局,普仁所,24.9466373,121.2446169
機車竊盜,1041225,104,12,25,平鎮分局,平鎮所,24.9240759,121.2123489
機車竊盜,1041225,104,12,25,龍潭分局,龍潭所,24.8677684,121.2175918
機車竊盜,1041224,104,12,24,大園分局,大園所,25.0655484,121.1982394
機車竊盜,1041224,104,12,24,桃園分局,中路所,24.994404,121.3014997
機車竊盜,1041224,104,12,24,龜山分局,龜山所,24.9890246,121.3438975
機車竊盜,1041224,104,12,24,中壢分局,普仁所,24.9657616,121.2591517
機車竊盜,1041224,104,12,24,中壢分局,普仁所,24.9572894,121.2338134
機車竊盜,1041224,104,12,24,平鎮分局,宋屋所,24.9463998,121.2093429
機車竊盜,1041223,104,12,23,桃園分局,景福所,24.9951236,121.3079472
機車竊盜,1041223,104,12,23,桃園分局,大樹所,24.9851965,121.3141134
機車竊盜,1041223,104,12,23,中壢分局,內壢所,24.9734607,121.2563487
機車竊盜,1041223,104,12,23,中壢分局,自強所,24.972712,121.26053
機車竊盜,1041223,104,12,23,中壢分局,自強所,24.9701475,121.263482
機車竊盜,1041223,104,12,23,平鎮分局,龍岡所,24.9274838,121.2509609
機車竊盜,1041223,104,12,23,平鎮分局,平鎮所,24.8966004,121.2112579
機車竊盜,1041222,104,12,22,龜山分局,大華所,25.0580851,121.3670583
機車竊盜,1041222,104,12,22,桃園分局,武陵所,24.9922712,121.3133212
機車竊盜,1041222,104,12,22,中壢分局,興國所,24.9601853,121.2088709
機車竊盜,1041222,104,12,22,平鎮分局,宋屋所,24.9466922,121.2053006
機車竊盜,1041222,104,12,22,中壢分局,龍興所,24.9346731,121.2507657
機車竊盜,1041222,104,12,22,平鎮分局,平鎮所,24.8993667,121.2131258
機車竊盜,1041221,104,12,21,桃園分局,同安所,25.0190221,121.3001024
機車竊盜,1041221,104,12,21,大園分局,草漯所,25.0143638,121.1365078
機車竊盜,1041221,104,12,21,桃園分局,同安所,25.0038037,121.3053754
機車竊盜,1041221,104,12,21,楊梅分局,新屋所,25.0019178,121.1248299
機車竊盜,1041221,104,12,21,龜山分局,大林所,24.9952787,121.3289435
機車竊盜,1041221,104,12,21,龜山分局,龜山所,24.994677,121.3334471
機車竊盜,1041221,104,12,21,桃園分局,同安所,24.9934099,121.2969674
機車竊盜,1041220,104,12,20,桃園分局,青溪所,24.9974491,121.3127379
機車竊盜,1041220,104,12,20,桃園分局,埔子所,24.9972039,121.303738
機車竊盜,1041220,104,12,20,中壢分局,文化所,24.9703787,121.2473578
機車竊盜,1041220,104,12,20,中壢分局,普仁所,24.9541734,121.2345019
機車竊盜,1041220,104,12,20,平鎮分局,北勢所,24.946344,121.215756
機車竊盜,1041220,104,12,20,中壢分局,龍興所,24.9347848,121.2478894
機車竊盜,1041219,104,12,19,桃園分局,埔子所,25.0001859,121.3037362
機車竊盜,1041218,104,12,18,龜山分局,坪頂所,25.045586,121.355366
機車竊盜,1041218,104,12,18,桃園分局,同安所,25.0211066,121.3034822
機車竊盜,1041218,104,12,18,八德分局,大安所,24.9662137,121.3112805
機車竊盜,1041218,104,12,18,中壢分局,普仁所,24.9582029,121.2445947
機車竊盜,1041218,104,12,18,中壢分局,興國所,24.956301,121.2150356
機車竊盜,1041217,104,12,17,桃園分局,同安所,25.0256091,121.2963443
機車竊盜,1041217,104,12,17,桃園分局,同安所,25.0210514,121.304402
機車竊盜,1041217,104,12,17,桃園分局,武陵所,24.9925974,121.3161823
機車竊盜,1041217,104,12,17,龍潭分局,中興所,24.8704814,121.2234077
機車竊盜,1041217,104,12,17,龍潭分局,龍潭所,24.8511972,121.2159455
機車竊盜,1041216,104,12,16,桃園分局,同安所,25.0102519,121.3061649
機車竊盜,1041216,104,12,16,中壢分局,龍興所,24.9301438,121.2434903
機車竊盜,1041215,104,12,15,大園分局,草漯所,24.9936281,121.3009798
機車竊盜,1041215,104,12,15,中壢分局,自強所,24.9658266,121.2624912
機車竊盜,1041215,104,12,15,中壢分局,大崙所,24.9612402,121.2147877
機車竊盜,1041215,104,12,15,楊梅分局,富岡所,24.9345468,121.082137
機車竊盜,1041215,104,12,15,中壢分局,龍興所,24.929538,121.2521132
機車竊盜,1041215,104,12,15,八德分局,八德所,24.9275502,121.2822106
機車竊盜,1041215,104,12,15,平鎮分局,龍岡所,24.9274838,121.2509609
機車竊盜,1041214,104,12,14,桃園分局,大樹所,24.987607,121.313473
機車竊盜,1041214,104,12,14,中壢分局,普仁所,24.9623401,121.230086
機車竊盜,1041214,104,12,14,中壢分局,中壢所,24.9605562,121.2246783
機車竊盜,1041214,104,12,14,中壢分局,仁愛所,24.9454812,121.249943
機車竊盜,1041214,104,12,14,楊梅分局,楊梅所,24.9073384,121.1441589
機車竊盜,1041214,104,12,14,平鎮分局,平鎮所,24.8990027,121.2106892
機車竊盜,1041213,104,12,13,龜山分局,大林所,24.9873033,121.334624
機車竊盜,1041213,104,12,13,桃園分局,大樹所,24.982911,121.319073
機車竊盜,1041213,104,12,13,中壢分局,內壢所,24.9707266,121.2533799
機車竊盜,1041213,104,12,13,八德分局,大安所,24.966787,121.3287543
機車竊盜,1041213,104,12,13,中壢分局,普仁所,24.9623797,121.2321273
機車竊盜,1041213,104,12,13,中壢分局,興國所,24.959233,121.208513
機車竊盜,1041213,104,12,13,中壢分局,中壢所,24.9588538,121.2293439
機車竊盜,1041213,104,12,13,平鎮分局,宋屋所,24.9529693,121.2154566
機車竊盜,1041213,104,12,13,中壢分局,中壢所,24.950799,121.225318
機車竊盜,1041213,104,12,13,楊梅分局,楊梅所,24.9148524,121.146392
機車竊盜,1041213,104,12,13,楊梅分局,上湖所,24.9054574,121.0767789
機車竊盜,1041212,104,12,12,桃園分局,同安所,25.0205293,121.3081784
機車竊盜,1041212,104,12,12,桃園分局,大樹所,24.982445,121.305606
機車竊盜,1041212,104,12,12,中壢分局,自強所,24.9652529,121.262808
機車竊盜,1041212,104,12,12,中壢分局,中壢所,24.960516,121.2273387
機車竊盜,1041212,104,12,12,中壢分局,興國所,24.9591514,121.2149691
機車竊盜,1041212,104,12,12,平鎮分局,宋屋所,24.9589834,121.1770288
機車竊盜,1041212,104,12,12,楊梅分局,富岡所,24.9317431,121.0817287
機車竊盜,1041212,104,12,12,楊梅分局,楊梅所,24.9131973,121.149788
機車竊盜,1041212,104,12,12,楊梅分局,楊梅所,24.9131956,121.1466585
機車竊盜,1041211,104,12,11,桃園分局,同安所,25.0215899,121.303096
機車竊盜,1041211,104,12,11,桃園分局,青溪所,25.0000458,121.3162088
機車竊盜,1041211,104,12,11,中壢分局,內壢所,24.9755248,121.2601511
機車竊盜,1041211,104,12,11,平鎮分局,北勢所,24.9459439,121.219833
機車竊盜,1041211,104,12,11,平鎮分局,宋屋所,24.9374539,121.202276
機車竊盜,1041211,104,12,11,中壢分局,龍興所,24.9280167,121.2492528
機車竊盜,1041211,104,12,11,楊梅分局,楊梅所,24.9090831,121.1467559
機車竊盜,1041210,104,12,10,龜山分局,大坑所,25.0448842,121.3090203
機車竊盜,1041210,104,12,10,桃園分局,埔子所,25.0157283,121.2986292
機車竊盜,1041210,104,12,10,桃園分局,青溪所,25.0116361,121.3096973
機車竊盜,1041210,104,12,10,桃園分局,武陵所,24.9976668,121.3131029
機車竊盜,1041210,104,12,10,桃園分局,中路所,24.994895,121.298827
機車竊盜,1041210,104,12,10,桃園分局,中路所,24.993533,121.294057
機車竊盜,1041210,104,12,10,八德分局,大安所,24.9700284,121.3269908
機車竊盜,1041209,104,12,9,大園分局,大園所,25.064467,121.19637
機車竊盜,1041209,104,12,9,大園分局,大園所,25.0266214,121.2133604
機車竊盜,1041209,104,12,9,中壢分局,興國所,24.9642249,121.205779
機車竊盜,1041209,104,12,9,中壢分局,中壢所,24.9611149,121.225308
機車竊盜,1041209,104,12,9,中壢分局,中壢所,24.9512183,121.2244396
機車竊盜,1041209,104,12,9,楊梅分局,草湳所,24.9117716,121.184036
機車竊盜,1041208,104,12,8,桃園分局,埔子所,25.0236158,121.2948761
機車竊盜,1041208,104,12,8,龜山分局,龜山所,25.001759,121.364608
機車竊盜,1041208,104,12,8,中壢分局,普仁所,24.9934099,121.2969674
機車竊盜,1041208,104,12,8,桃園分局,中路所,24.9934099,121.2969674
機車竊盜,1041208,104,12,8,桃園分局,大樹所,24.9861378,121.3131346
機車竊盜,1041208,104,12,8,桃園分局,大樹所,24.9807665,121.3192792
機車竊盜,1041208,104,12,8,中壢分局,興國所,24.9556158,121.2142186
機車竊盜,1041208,104,12,8,平鎮分局,北勢所,24.94679,121.211635
機車竊盜,1041208,104,12,8,中壢分局,仁愛所,24.9393014,121.2598275
機車竊盜,1041207,104,12,7,大園分局,潮音所,25.06925,121.179907
機車竊盜,1041207,104,12,7,桃園分局,同安所,24.9934099,121.2969674
機車竊盜,1041207,104,12,7,中壢分局,中福所,24.9668858,121.2330363
機車竊盜,1041207,104,12,7,八德分局,大安所,24.9485562,121.2216394
機車竊盜,1041205,104,12,5,桃園分局,大樹所,24.9868674,121.3157008
機車竊盜,1041205,104,12,5,中壢分局,自強所,24.9720906,121.2603405
機車竊盜,1041205,104,12,5,中壢分局,中壢所,24.9610878,121.2233618
機車竊盜,1041205,104,12,5,中壢分局,中壢所,24.9514427,121.2253185
機車竊盜,1041205,104,12,5,平鎮分局,宋屋所,24.9482409,121.213825
機車竊盜,1041205,104,12,5,中壢分局,仁愛所,24.9433326,121.253494
機車竊盜,1041205,104,12,5,八德分局,八德所,24.9286085,121.2854459
機車竊盜,1041204,104,12,4,大園分局,埔心所,25.02547,121.2341069
機車竊盜,1041204,104,12,4,桃園分局,大樹所,24.9867842,121.3129627
機車竊盜,1041204,104,12,4,平鎮分局,宋屋所,24.95477,121.2130812
機車竊盜,1041204,104,12,4,楊梅分局,富岡所,24.9381395,121.0854453
機車竊盜,1041203,104,12,3,桃園分局,中路所,24.994039,121.289133
機車竊盜,1041203,104,12,3,八德分局,四維所,24.9585273,121.2715024
