type,time,year,month,date,breau,station,lat,lon
機車竊盜,1060831,106,8,31,中壢分局,中福所,24.9651087,121.2319182
機車竊盜,1060831,106,8,31,桃園分局,武陵所,24.9895922,121.3117475
機車竊盜,1060831,106,8,31,大園分局,觀音所,25.0406717,121.1039278
機車竊盜,1060831,106,8,31,龜山分局,大華所,25.0616876,121.3675081
機車竊盜,1060831,106,8,31,大園分局,三?所,25.0755828,121.2619239
機車竊盜,1060830,106,8,30,平鎮分局,平鎮所,24.9190643,121.2110783
機車竊盜,1060830,106,8,30,八德分局,四維所,24.9608527,121.2952091
機車竊盜,1060830,106,8,30,桃園分局,大樹所,24.988037,121.313857
機車竊盜,1060830,106,8,30,龜山分局,坪頂所,25.0588198,121.3656613
機車竊盜,1060829,106,8,29,龍潭分局,聖亭所,24.8750267,121.2136791
機車竊盜,1060829,106,8,29,平鎮分局,平鎮所,24.9135749,121.2072554
機車竊盜,1060829,106,8,29,中壢分局,自強所,24.9630157,121.2639886
機車竊盜,1060829,106,8,29,龜山分局,龜山所,25.0015829,121.3543967
機車竊盜,1060829,106,8,29,中壢分局,青埔所,25.0143496,121.2216144
機車竊盜,1060828,106,8,28,龍潭分局,石門所,24.8350441,121.2289495
機車竊盜,1060828,106,8,28,中壢分局,龍興所,24.9357859,121.233166
機車竊盜,1060828,106,8,28,平鎮分局,北勢所,24.9454616,121.2181718
機車竊盜,1060828,106,8,28,中壢分局,普仁所,24.9560294,121.2637443
機車竊盜,1060828,106,8,28,桃園分局,武陵所,24.9925507,121.3157674
機車竊盜,1060828,106,8,28,桃園分局,同安所,25.0255891,121.3058623
機車竊盜,1060828,106,8,28,龜山分局,大華所,25.0543963,121.3691333
機車竊盜,1060828,106,8,28,蘆竹分局,南崁所,25.0809234,121.2858283
機車竊盜,1060827,106,8,27,龍潭分局,中興所,24.8769676,121.2348227
機車竊盜,1060827,106,8,27,大溪分局,南雅所,24.8851979,121.2873367
機車竊盜,1060827,106,8,27,中壢分局,龍興所,24.927939,121.240453
機車竊盜,1060827,106,8,27,八德分局,四維所,24.959871,121.2988441
機車竊盜,1060827,106,8,27,八德分局,四維所,24.9601905,121.2981642
機車竊盜,1060827,106,8,27,八德分局,四維所,24.962488,121.30031
機車竊盜,1060827,106,8,27,中壢分局,文化所,24.9727564,121.253448
機車竊盜,1060827,106,8,27,中壢分局,文化所,24.9788115,121.2720741
機車竊盜,1060827,106,8,27,桃園分局,大樹所,24.983048,121.314283
機車竊盜,1060826,106,8,26,龍潭分局,聖亭所,24.8853941,121.2034906
機車竊盜,1060826,106,8,26,平鎮分局,平鎮所,24.9071123,121.2195939
機車竊盜,1060826,106,8,26,龜山分局,龜山所,24.9967059,121.3317102
機車竊盜,1060826,106,8,26,桃園分局,埔子所,25.0004495,121.3038304
機車竊盜,1060825,106,8,25,楊梅分局,草湳所,24.9049382,121.1760284
機車竊盜,1060825,106,8,25,楊梅分局,草湳所,24.919588,121.183502
機車竊盜,1060825,106,8,25,中壢分局,中壢所,24.9516234,121.2254976
機車竊盜,1060824,106,8,24,平鎮分局,平鎮所,24.9028033,121.2148564
機車竊盜,1060824,106,8,24,楊梅分局,草湳所,24.9086727,121.1683205
機車竊盜,1060824,106,8,24,中壢分局,自強所,24.9723295,121.2634172
機車竊盜,1060824,106,8,24,桃園分局,武陵所,24.9896056,121.3118729
機車竊盜,1060824,106,8,24,大園分局,大園所,25.064231,121.193693
機車竊盜,1060823,106,8,23,桃園分局,武陵所,24.982572,121.304174
機車竊盜,1060822,106,8,22,龍潭分局,龍潭所,24.8660579,121.2181217
機車竊盜,1060822,106,8,22,龍潭分局,中興所,24.873653,121.242051
機車竊盜,1060822,106,8,22,八德分局,八德所,24.9320417,121.2874947
機車竊盜,1060822,106,8,22,八德分局,八德所,24.937811,121.301055
機車竊盜,1060822,106,8,22,中壢分局,中壢所,24.9563477,121.2272407
機車竊盜,1060822,106,8,22,八德分局,四維所,24.9596672,121.2985583
機車竊盜,1060822,106,8,22,中壢分局,中福所,24.9632571,121.2287756
機車竊盜,1060822,106,8,22,桃園分局,景福所,24.9941372,121.3116279
機車竊盜,1060822,106,8,22,桃園分局,青溪所,25.0080507,121.3187056
機車竊盜,1060822,106,8,22,大園分局,新坡所,25.024614,121.14241
機車竊盜,1060822,106,8,22,龜山分局,大華所,25.0561074,121.3687674
機車竊盜,1060821,106,8,21,中壢分局,普仁所,24.9581959,121.239154
機車竊盜,1060821,106,8,21,八德分局,四維所,24.9631652,121.2999424
機車竊盜,1060821,106,8,21,桃園分局,武陵所,24.991299,121.31146
機車竊盜,1060821,106,8,21,桃園分局,中路所,24.9916129,121.290384
機車竊盜,1060820,106,8,20,桃園分局,中路所,24.991558,121.292196
機車竊盜,1060819,106,8,19,龍潭分局,中興所,24.8747383,121.2348636
機車竊盜,1060819,106,8,19,八德分局,八德所,24.929218,121.286551
機車竊盜,1060819,106,8,19,中壢分局,龍興所,24.9309555,121.2568256
機車竊盜,1060819,106,8,19,楊梅分局,富岡所,24.9348616,121.0840914
機車竊盜,1060819,106,8,19,中壢分局,普仁所,24.9623587,121.2320509
機車竊盜,1060819,106,8,19,蘆竹分局,大竹所,24.9921797,121.2709554
機車竊盜,1060819,106,8,19,桃園分局,同安所,25.025838,121.3060888
機車竊盜,1060818,106,8,18,龍潭分局,三和所,24.8681749,121.1750465
機車竊盜,1060818,106,8,18,中壢分局,龍興所,24.9301341,121.2495663
機車竊盜,1060818,106,8,18,桃園分局,大樹所,24.989278,121.321323
機車竊盜,1060818,106,8,18,龜山分局,大林所,24.9926594,121.3389844
機車竊盜,1060818,106,8,18,桃園分局,景福所,24.9950099,121.312525
機車竊盜,1060818,106,8,18,龜山分局,龜山所,25.0009976,121.3319309
機車竊盜,1060818,106,8,18,桃園分局,同安所,25.0219891,121.3022014
機車竊盜,1060818,106,8,18,蘆竹分局,南崁所,25.055765,121.29696
機車竊盜,1060817,106,8,17,八德分局,廣興所,24.933489,121.263434
機車竊盜,1060817,106,8,17,中壢分局,普仁所,24.9471238,121.233169
機車竊盜,1060816,106,8,16,八德分局,八德所,24.9308612,121.2956195
機車竊盜,1060816,106,8,16,平鎮分局,宋屋所,24.9444285,121.2091095
機車竊盜,1060816,106,8,16,中壢分局,中壢所,24.9550384,121.2280601
機車竊盜,1060816,106,8,16,龜山分局,龜山所,24.9917924,121.3363883
機車竊盜,1060816,106,8,16,桃園分局,青溪所,25.0056294,121.3163446
機車竊盜,1060816,106,8,16,大園分局,三?所,25.0779882,121.2586691
機車竊盜,1060815,106,8,15,龍潭分局,中興所,24.8711812,121.2272377
機車竊盜,1060815,106,8,15,八德分局,大安所,24.9628626,121.3063875
機車竊盜,1060815,106,8,15,八德分局,四維所,24.96491,121.2992578
機車竊盜,1060815,106,8,15,桃園分局,大樹所,24.985083,121.3190415
機車竊盜,1060815,106,8,15,桃園分局,景福所,24.9944859,121.307145
機車竊盜,1060815,106,8,15,桃園分局,埔子所,25.019514,121.291439
機車竊盜,1060815,106,8,15,龜山分局,迴龍所,25.0201499,121.4073388
機車竊盜,1060815,106,8,15,大園分局,大園所,25.0639212,121.1972436
機車竊盜,1060815,106,8,15,大園分局,三?所,25.0815519,121.256456
機車竊盜,1060814,106,8,14,中壢分局,龍興所,24.926995,121.249716
機車竊盜,1060814,106,8,14,平鎮分局,宋屋所,24.9558014,121.2036142
機車竊盜,1060814,106,8,14,楊梅分局,幼獅所,24.9568796,121.1691602
機車竊盜,1060814,106,8,14,八德分局,四維所,24.9596951,121.2952771
機車竊盜,1060814,106,8,14,桃園分局,青溪所,24.9981467,121.3130819
機車竊盜,1060814,106,8,14,桃園分局,青溪所,24.9983641,121.3158707
機車竊盜,1060814,106,8,14,龜山分局,龜山所,24.9989554,121.3408575
機車竊盜,1060814,106,8,14,蘆竹分局,南崁所,25.0335837,121.3022687
機車竊盜,1060814,106,8,14,大園分局,竹圍所,25.104292,121.242907
機車竊盜,1060813,106,8,13,龍潭分局,龍潭所,24.8604814,121.2165295
機車竊盜,1060813,106,8,13,楊梅分局,草湳所,24.9178052,121.1836026
機車竊盜,1060813,106,8,13,中壢分局,中壢所,24.953171,121.223059
機車竊盜,1060813,106,8,13,八德分局,大安所,24.9653534,121.3126207
機車竊盜,1060813,106,8,13,中壢分局,普仁所,24.9670199,121.216604
機車竊盜,1060813,106,8,13,中壢分局,文化所,24.9712193,121.2499861
機車竊盜,1060813,106,8,13,桃園分局,武陵所,24.9912906,121.3074831
機車竊盜,1060813,106,8,13,龜山分局,大華所,25.0591959,121.366755
機車竊盜,1060812,106,8,12,桃園分局,中路所,24.991683,121.2992377
機車竊盜,1060812,106,8,12,桃園分局,青溪所,24.9991928,121.3147429
機車竊盜,1060812,106,8,12,蘆竹分局,南崁所,25.0441298,121.2903136
機車竊盜,1060812,106,8,12,大園分局,大園所,25.0656607,121.1986588
機車竊盜,1060811,106,8,11,龍潭分局,龍潭所,24.865407,121.2112569
機車竊盜,1060811,106,8,11,龍潭分局,聖亭所,24.8706696,121.1965547
機車竊盜,1060811,106,8,11,中壢分局,中壢所,24.9523626,121.2267706
機車竊盜,1060811,106,8,11,中壢分局,自強所,24.963493,121.2555759
機車竊盜,1060811,106,8,11,楊梅分局,新屋所,24.971195,121.087414
機車竊盜,1060811,106,8,11,中壢分局,文化所,24.9735059,121.2522225
機車竊盜,1060811,106,8,11,八德分局,高明所,24.9768877,121.2788763
機車竊盜,1060811,106,8,11,桃園分局,大樹所,24.9823171,121.312003
機車竊盜,1060811,106,8,11,桃園分局,武陵所,24.9914885,121.3126165
機車竊盜,1060811,106,8,11,龜山分局,龜山所,24.9983423,121.3432698
機車竊盜,1060811,106,8,11,桃園分局,青溪所,25.010124,121.3211635
機車竊盜,1060811,106,8,11,龜山分局,大華所,25.0540902,121.3642569
機車竊盜,1060810,106,8,10,楊梅分局,永安所,24.9868969,121.045652
機車竊盜,1060810,106,8,10,桃園分局,同安所,25.0057235,121.3060254
機車竊盜,1060809,106,8,9,龍潭分局,聖亭所,24.8700176,121.1767329
機車竊盜,1060809,106,8,9,八德分局,八德所,24.9331566,121.2980408
機車竊盜,1060809,106,8,9,中壢分局,龍興所,24.9449018,121.2269701
機車竊盜,1060809,106,8,9,桃園分局,同安所,25.0228317,121.307098
機車竊盜,1060808,106,8,8,大溪分局,三元所,24.883933,121.269908
機車竊盜,1060808,106,8,8,八德分局,廣興所,24.9300896,121.2672953
機車竊盜,1060808,106,8,8,中壢分局,中壢所,24.948195,121.225159
機車竊盜,1060808,106,8,8,八德分局,四維所,24.956304,121.297106
機車竊盜,1060808,106,8,8,楊梅分局,幼獅所,24.9582635,121.1703457
機車竊盜,1060808,106,8,8,桃園分局,大樹所,24.9852069,121.314098
機車竊盜,1060808,106,8,8,桃園分局,青溪所,25.0017706,121.3309308
機車竊盜,1060807,106,8,7,龍潭分局,龍潭所,24.8541748,121.2158806
機車竊盜,1060807,106,8,7,平鎮分局,北勢所,24.9402615,121.2143607
機車竊盜,1060807,106,8,7,桃園分局,中路所,24.956211,121.236474
機車竊盜,1060807,106,8,7,中壢分局,興國所,24.9645525,121.2155922
機車竊盜,1060807,106,8,7,中壢分局,自強所,24.9651688,121.2627278
機車竊盜,1060807,106,8,7,桃園分局,武陵所,24.9786691,121.3037106
機車竊盜,1060807,106,8,7,桃園分局,景福所,24.9934176,121.3096103
機車竊盜,1060807,106,8,7,中壢分局,青埔所,25.0039189,121.214416
機車竊盜,1060807,106,8,7,龜山分局,大華所,25.0619896,121.3637973
機車竊盜,1060806,106,8,6,大溪分局,南雅所,24.880354,121.293504
機車竊盜,1060806,106,8,6,楊梅分局,草湳所,24.9082457,121.1688664
機車竊盜,1060806,106,8,6,中壢分局,興國所,24.9619849,121.222697
機車竊盜,1060806,106,8,6,桃園分局,大樹所,24.9820301,121.3084542
機車竊盜,1060806,106,8,6,桃園分局,大樹所,24.9829175,121.3122886
機車竊盜,1060806,106,8,6,龜山分局,大林所,24.9915455,121.3227128
機車竊盜,1060806,106,8,6,桃園分局,青溪所,25.0006622,121.3164529
機車竊盜,1060806,106,8,6,桃園分局,同安所,25.004154,121.307368
機車竊盜,1060805,106,8,5,平鎮分局,龍岡所,24.924655,121.244453
機車竊盜,1060805,106,8,5,中壢分局,興國所,24.9601751,121.2127472
機車竊盜,1060805,106,8,5,平鎮分局,宋屋所,24.960628,121.189358
機車竊盜,1060805,106,8,5,中壢分局,自強所,24.964878,121.261533
機車竊盜,1060805,106,8,5,桃園分局,武陵所,24.9886933,121.31155
機車竊盜,1060805,106,8,5,中壢分局,文化所,25.0044251,121.2309747
機車竊盜,1060805,106,8,5,龜山分局,大華所,25.0619896,121.3637973
機車竊盜,1060805,106,8,5,大園分局,大園所,25.0646512,121.1974323
機車竊盜,1060804,106,8,4,楊梅分局,楊梅所,24.9086961,121.1441648
機車竊盜,1060804,106,8,4,龍潭分局,聖亭所,24.926809,121.250014
機車竊盜,1060804,106,8,4,中壢分局,龍興所,24.933908,121.235747
機車竊盜,1060804,106,8,4,平鎮分局,宋屋所,24.939747,121.204321
機車竊盜,1060804,106,8,4,平鎮分局,北勢所,24.9426707,121.2240799
機車竊盜,1060804,106,8,4,平鎮分局,宋屋所,24.9556489,121.2126757
機車竊盜,1060804,106,8,4,中壢分局,普仁所,24.9570582,121.2399823
機車竊盜,1060804,106,8,4,中壢分局,普仁所,24.9639016,121.2343605
機車竊盜,1060804,106,8,4,中壢分局,自強所,24.9664766,121.2593597
機車竊盜,1060804,106,8,4,龜山分局,大林所,24.9937766,121.3261783
機車竊盜,1060803,106,8,3,中壢分局,龍興所,24.9405746,121.2442611
機車竊盜,1060803,106,8,3,中壢分局,龍興所,24.944408,121.223864
機車竊盜,1060803,106,8,3,中壢分局,普仁所,24.9543417,121.2404879
機車竊盜,1060803,106,8,3,中壢分局,中壢所,24.9575919,121.2201277
機車竊盜,1060803,106,8,3,八德分局,四維所,24.9600626,121.2999417
機車竊盜,1060803,106,8,3,中壢分局,文化所,24.9903116,121.2502239
機車竊盜,1060803,106,8,3,桃園分局,武陵所,24.9908257,121.3130636
機車竊盜,1060802,106,8,2,龍潭分局,龍潭所,24.8641763,121.2187416
機車竊盜,1060802,106,8,2,龍潭分局,龍潭所,24.864274,121.211026
機車竊盜,1060802,106,8,2,平鎮分局,建安所,24.9115206,121.2316557
機車竊盜,1060802,106,8,2,平鎮分局,北勢所,24.9406953,121.2147463
機車竊盜,1060802,106,8,2,中壢分局,中壢所,24.9542966,121.2265392
機車竊盜,1060802,106,8,2,中壢分局,普仁所,24.9581349,121.2425197
機車竊盜,1060802,106,8,2,中壢分局,自強所,24.9711931,121.2601649
機車竊盜,1060802,106,8,2,桃園分局,武陵所,24.9834605,121.3035489
機車竊盜,1060802,106,8,2,中壢分局,中福所,24.992103,121.2335043
機車竊盜,1060801,106,8,1,龍潭分局,龍潭所,24.866818,121.2217217
機車竊盜,1060801,106,8,1,中壢分局,興國所,24.9612679,121.213799
機車竊盜,1060801,106,8,1,中壢分局,興國所,24.9669056,121.2032671
機車竊盜,1060801,106,8,1,桃園分局,龍安所,24.9777031,121.2691911
機車竊盜,1060801,106,8,1,桃園分局,武陵所,24.989738,121.304971
機車竊盜,1060801,106,8,1,龜山分局,龜山所,24.9932587,121.3334669
機車竊盜,1060801,106,8,1,龜山分局,大華所,25.054546,121.3612749
機車竊盜,1060731,106,7,31,平鎮分局,宋屋所,24.9418213,121.2057865
機車竊盜,1060731,106,7,31,桃園分局,青溪所,25.010688,121.310843
機車竊盜,1060731,106,7,31,龜山分局,大華所,25.0547561,121.3759341
機車竊盜,1060731,106,7,31,龜山分局,大華所,25.0619895,121.3637972
機車竊盜,1060730,106,7,30,龍潭分局,高平所,24.8362156,121.2110825
機車竊盜,1060730,106,7,30,大溪分局,圳頂所,24.9002054,121.2827378
機車竊盜,1060730,106,7,30,中壢分局,興國所,24.9599468,121.2149437
機車竊盜,1060730,106,7,30,中壢分局,內壢所,24.9749928,121.2544929
機車竊盜,1060730,106,7,30,大園分局,大園所,25.0560632,121.2104866
機車竊盜,1060729,106,7,29,中壢分局,文化所,24.9698083,121.2506584
機車竊盜,1060729,106,7,29,桃園分局,武陵所,24.9928575,121.3130447
機車竊盜,1060729,106,7,29,桃園分局,景福所,24.993292,121.3105265
機車竊盜,1060729,106,7,29,龜山分局,大林所,24.9952559,121.336805
機車竊盜,1060729,106,7,29,桃園分局,埔子所,25.0239285,121.2943852
機車竊盜,1060728,106,7,28,楊梅分局,楊梅所,24.9062134,121.1413704
機車竊盜,1060728,106,7,28,平鎮分局,北勢所,24.9457529,121.219865
機車竊盜,1060728,106,7,28,中壢分局,中壢所,24.9583044,121.2286623
機車竊盜,1060728,106,7,28,楊梅分局,埔頂所,24.9653489,121.1416507
機車竊盜,1060728,106,7,28,八德分局,四維所,24.9752726,121.3012743
機車竊盜,1060728,106,7,28,龜山分局,大林所,24.9810006,121.3305316
機車竊盜,1060728,106,7,28,龜山分局,大林所,24.9878694,121.3357722
機車竊盜,1060728,106,7,28,桃園分局,武陵所,24.9894776,121.312759
機車竊盜,1060728,106,7,28,桃園分局,中路所,24.992708,121.293089
機車竊盜,1060728,106,7,28,中壢分局,文化所,24.9993729,121.2303826
機車竊盜,1060727,106,7,27,中壢分局,龍興所,24.9367947,121.2318269
機車竊盜,1060727,106,7,27,中壢分局,文化所,24.9723547,121.2478269
機車竊盜,1060727,106,7,27,蘆竹分局,大竹所,25.021766,121.263125
機車竊盜,1060726,106,7,26,龍潭分局,龍潭所,24.865265,121.212376
機車竊盜,1060726,106,7,26,楊梅分局,楊梅所,24.8979571,121.1335114
機車竊盜,1060726,106,7,26,中壢分局,興國所,24.9623542,121.2217038
機車竊盜,1060726,106,7,26,中壢分局,興國所,24.9660089,121.219087
機車竊盜,1060726,106,7,26,桃園分局,大樹所,24.9808282,121.3129152
機車竊盜,1060726,106,7,26,桃園分局,同安所,25.004392,121.309354
機車竊盜,1060726,106,7,26,桃園分局,埔子所,25.0079689,121.2903642
機車竊盜,1060726,106,7,26,桃園分局,青溪所,25.0120436,121.3150869
機車竊盜,1060725,106,7,25,大溪分局,內柵所,24.8241202,121.2618958
機車竊盜,1060725,106,7,25,中壢分局,文化所,24.969414,121.247478
機車竊盜,1060725,106,7,25,桃園分局,武陵所,24.9908026,121.306458
機車竊盜,1060725,106,7,25,蘆竹分局,南崁所,24.991576,121.302374
機車竊盜,1060725,106,7,25,中壢分局,青埔所,25.0203066,121.2224953
機車竊盜,1060724,106,7,24,大溪分局,圳頂所,24.9049946,121.2828831
機車竊盜,1060724,106,7,24,中壢分局,龍興所,24.9369275,121.2323524
機車竊盜,1060724,106,7,24,中壢分局,中壢所,24.9546094,121.2251876
機車竊盜,1060724,106,7,24,中壢分局,中壢所,24.9610232,121.224816
機車竊盜,1060724,106,7,24,中壢分局,中福所,24.9664101,121.2308703
機車竊盜,1060724,106,7,24,桃園分局,埔子所,25.0155627,121.2977274
機車竊盜,1060724,106,7,24,大園分局,草漯所,25.052204,121.1216042
機車竊盜,1060723,106,7,23,龍潭分局,聖亭所,24.8630084,121.1982847
機車竊盜,1060723,106,7,23,楊梅分局,楊梅所,24.914094,121.146423
機車竊盜,1060723,106,7,23,楊梅分局,草湳所,24.9199307,121.1843855
機車竊盜,1060723,106,7,23,平鎮分局,北勢所,24.9454415,121.2152979
機車竊盜,1060723,106,7,23,中壢分局,中壢所,24.9567931,121.2249415
機車竊盜,1060723,106,7,23,中壢分局,仁愛所,24.957232,121.264871
機車竊盜,1060723,106,7,23,中壢分局,興國所,24.9592756,121.2054747
機車竊盜,1060723,106,7,23,桃園分局,大樹所,24.984297,121.314873
機車竊盜,1060723,106,7,23,桃園分局,武陵所,24.9895922,121.3117475
機車竊盜,1060723,106,7,23,桃園分局,大樹所,24.9905813,121.3065436
機車竊盜,1060723,106,7,23,龜山分局,大坑所,25.03581,121.302232
機車竊盜,1060723,106,7,23,蘆竹分局,南崁所,25.044747,121.293109
機車竊盜,1060723,106,7,23,平鎮分局,龍岡所,NA,NA
機車竊盜,1060722,106,7,22,中壢分局,普仁所,24.9589021,121.243183
機車竊盜,1060722,106,7,22,八德分局,四維所,24.9620324,121.2966777
機車竊盜,1060722,106,7,22,龜山分局,龜山所,25.0037219,121.343372
機車竊盜,1060722,106,7,22,桃園分局,青溪所,25.0120539,121.3283975
機車竊盜,1060721,106,7,21,大溪分局,圳頂所,24.9013451,121.2647166
機車竊盜,1060721,106,7,21,大溪分局,圳頂所,24.906225,121.260901
機車竊盜,1060721,106,7,21,楊梅分局,楊梅所,24.9068827,121.1435468
機車竊盜,1060721,106,7,21,大溪分局,圳頂所,24.9075933,121.2800358
機車竊盜,1060721,106,7,21,楊梅分局,楊梅所,24.9085699,121.1438413
機車竊盜,1060721,106,7,21,平鎮分局,宋屋所,24.95082,121.21041
機車竊盜,1060721,106,7,21,中壢分局,普仁所,24.954739,121.23499
機車竊盜,1060721,106,7,21,桃園分局,大樹所,24.9823171,121.312003
機車竊盜,1060721,106,7,21,龜山分局,大林所,24.988583,121.323814
機車竊盜,1060721,106,7,21,龜山分局,大華所,25.0568973,121.365578
機車竊盜,1060720,106,7,20,大溪分局,三層所,24.881718,121.3046824
機車竊盜,1060720,106,7,20,楊梅分局,草湳所,24.8979038,121.1625967
機車竊盜,1060720,106,7,20,平鎮分局,平鎮所,24.8992907,121.2101073
機車竊盜,1060720,106,7,20,中壢分局,普仁所,24.9461479,121.2317859
機車竊盜,1060720,106,7,20,平鎮分局,北勢所,24.9478834,121.2171342
機車竊盜,1060720,106,7,20,平鎮分局,北勢所,24.9502036,121.2211496
機車竊盜,1060720,106,7,20,中壢分局,仁愛所,24.956203,121.261748
機車竊盜,1060720,106,7,20,平鎮分局,宋屋所,24.9566984,121.2049477
機車竊盜,1060720,106,7,20,蘆竹分局,南崁所,25.0474771,121.2944464
機車竊盜,1060719,106,7,19,楊梅分局,草湳所,24.8990456,121.157618
機車竊盜,1060719,106,7,19,楊梅分局,草湳所,24.9092533,121.1581477
機車竊盜,1060719,106,7,19,中壢分局,龍興所,24.9301994,121.2416275
機車竊盜,1060719,106,7,19,中壢分局,中壢所,24.957004,121.2284864
機車竊盜,1060719,106,7,19,中壢分局,自強所,24.962638,121.2596071
機車竊盜,1060719,106,7,19,桃園分局,武陵所,24.9854096,121.3062124
機車竊盜,1060719,106,7,19,龜山分局,大林所,24.9893335,121.3241573
機車竊盜,1060718,106,7,18,平鎮分局,龍岡所,24.9269314,121.2513328
機車竊盜,1060718,106,7,18,中壢分局,普仁所,24.9561031,121.2412869
機車竊盜,1060718,106,7,18,中壢分局,仁愛所,24.957232,121.264871
機車竊盜,1060718,106,7,18,八德分局,廣興所,24.9579638,121.2934592
機車竊盜,1060718,106,7,18,中壢分局,內壢所,24.9791181,121.2517585
機車竊盜,1060718,106,7,18,大園分局,草漯所,25.056276,121.1218313
機車竊盜,1060717,106,7,17,楊梅分局,楊梅所,24.9088308,121.1442604
機車竊盜,1060717,106,7,17,楊梅分局,草湳所,24.9106208,121.1574871
機車竊盜,1060717,106,7,17,大溪分局,圳頂所,24.9205273,121.2952978
機車竊盜,1060717,106,7,17,八德分局,八德所,24.932304,121.30004
機車竊盜,1060717,106,7,17,中壢分局,中壢所,24.9561794,121.2248361
機車竊盜,1060717,106,7,17,中壢分局,中壢所,24.9563049,121.22436
機車竊盜,1060717,106,7,17,中壢分局,中福所,24.9657105,121.2328303
機車竊盜,1060717,106,7,17,桃園分局,景福所,24.9957089,121.307356
機車竊盜,1060716,106,7,16,中壢分局,龍興所,24.93328,121.255504
機車竊盜,1060716,106,7,16,桃園分局,武陵所,24.9403046,121.2179207
機車竊盜,1060716,106,7,16,平鎮分局,宋屋所,24.9482938,121.211078
機車竊盜,1060716,106,7,16,平鎮分局,宋屋所,24.9483781,121.2100225
機車竊盜,1060716,106,7,16,中壢分局,普仁所,24.957635,121.2311016
機車竊盜,1060716,106,7,16,中壢分局,中壢所,24.9615909,121.223797
機車竊盜,1060716,106,7,16,中壢分局,自強所,24.9661194,121.2611308
機車竊盜,1060716,106,7,16,中壢分局,文化所,24.9789992,121.2494892
機車竊盜,1060716,106,7,16,大園分局,觀音所,25.035873,121.080584
機車竊盜,1060716,106,7,16,大園分局,三?所,25.0775993,121.256065
機車竊盜,1060715,106,7,15,龍潭分局,龍潭所,24.8651897,121.219065
機車竊盜,1060715,106,7,15,中壢分局,龍興所,24.9403243,121.2438134
機車竊盜,1060715,106,7,15,中壢分局,普仁所,24.954021,121.238858
機車竊盜,1060715,106,7,15,中壢分局,興國所,24.9559692,121.215956
機車竊盜,1060715,106,7,15,蘆竹分局,南崁所,25.0519687,121.2889822
機車竊盜,1060714,106,7,14,楊梅分局,幼獅所,24.9254447,121.1415724
機車竊盜,1060714,106,7,14,中壢分局,龍興所,24.9442909,121.2291203
機車竊盜,1060714,106,7,14,中壢分局,普仁所,24.954739,121.23499
機車竊盜,1060714,106,7,14,楊梅分局,埔頂所,24.9638899,121.1529488
機車竊盜,1060714,106,7,14,桃園分局,武陵所,24.996712,121.3171498
機車竊盜,1060714,106,7,14,桃園分局,同安所,25.024296,121.297961
機車竊盜,1060714,106,7,14,大園分局,大園所,25.0656444,121.2011618
機車竊盜,1060713,106,7,13,平鎮分局,平鎮所,24.9007123,121.2063372
機車竊盜,1060713,106,7,13,平鎮分局,北勢所,24.9384775,121.2145955
機車竊盜,1060713,106,7,13,中壢分局,普仁所,24.953144,121.2300011
機車竊盜,1060713,106,7,13,中壢分局,中壢所,24.9534545,121.2257365
機車竊盜,1060713,106,7,13,中壢分局,興國所,24.959544,121.213603
機車竊盜,1060713,106,7,13,中壢分局,自強所,24.9656929,121.2624679
機車竊盜,1060713,106,7,13,中壢分局,自強所,24.9662232,121.2624765
機車竊盜,1060713,106,7,13,桃園分局,武陵所,24.9922003,121.3109454
機車竊盜,1060713,106,7,13,大園分局,觀音所,25.01293,121.1020971
機車竊盜,1060713,106,7,13,蘆竹分局,大竹所,25.0247715,121.2557151
機車竊盜,1060712,106,7,12,大溪分局,圳頂所,24.9103987,121.2888907
機車竊盜,1060712,106,7,12,八德分局,四維所,24.966404,121.300496
機車竊盜,1060712,106,7,12,中壢分局,普仁所,24.968345,121.2343582
機車竊盜,1060712,106,7,12,中壢分局,內壢所,24.9734584,121.2575824
機車竊盜,1060712,106,7,12,桃園分局,武陵所,24.989721,121.310965
機車竊盜,1060712,106,7,12,桃園分局,景福所,24.993023,121.310556
機車竊盜,1060712,106,7,12,桃園分局,埔子所,25.0224035,121.2928295
機車竊盜,1060711,106,7,11,龍潭分局,龍潭所,24.865407,121.2112569
機車竊盜,1060711,106,7,11,楊梅分局,楊梅所,24.9148911,121.1452257
機車竊盜,1060711,106,7,11,楊梅分局,楊梅所,24.9149532,121.1463043
機車竊盜,1060711,106,7,11,中壢分局,普仁所,24.9422578,121.2470171
機車竊盜,1060711,106,7,11,中壢分局,普仁所,24.9623587,121.2320509
機車竊盜,1060711,106,7,11,中壢分局,文化所,24.983898,121.248092
機車竊盜,1060711,106,7,11,龜山分局,大林所,24.9900769,121.3240921
機車竊盜,1060711,106,7,11,桃園分局,埔子所,25.0016253,121.3008869
機車竊盜,1060710,106,7,10,龍潭分局,龍潭所,24.8674835,121.2157728
機車竊盜,1060710,106,7,10,龍潭分局,龍潭所,24.8690465,121.2176299
機車竊盜,1060710,106,7,10,楊梅分局,楊梅所,24.9089208,121.1571914
機車竊盜,1060710,106,7,10,大溪分局,圳頂所,24.9111489,121.2870603
機車竊盜,1060710,106,7,10,楊梅分局,上湖所,24.9175436,121.0740076
機車竊盜,1060710,106,7,10,平鎮分局,北勢所,24.9413911,121.2244696
機車竊盜,1060710,106,7,10,平鎮分局,北勢所,24.9417977,121.2245104
